year;Albania;Algeria;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia (Plurinational State of);Bosnia and Herzegovina;Botswana;Brazil;British Virgin Islands;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cabo Verde;Cambodia;Cameroon;Canada;Cayman Islands;Central African Republic;Chad;Chile;China;China, Hong Kong SAR;China, Macao SAR;Colombia;Comoros;Congo;Costa Rica;Cote d'Ivoire;Croatia;Curacao;Cyprus;Czech Republic;D.R. of the Congo;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Estonia;Eswatini;Ethiopia;Fiji;Finland;France;Gabon;Gambia;Georgia;Germany;Ghana;Greece;Grenada;Guatemala;Guinea;Guinea-Bissau;Haiti;Honduras;Hungary;Iceland;India;Indonesia;Iran (Islamic Republic of);Iraq;Ireland;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kuwait;Kyrgyzstan;Lao People's DR;Latvia;Lebanon;Lesotho;Liberia;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Mauritania;Mauritius;Mexico;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nepal;Netherlands;New Zealand;Nicaragua;Niger;Nigeria;North Macedonia;Norway;Oman;Pakistan;Panama;Paraguay;Peru;Philippines;Poland;Portugal;Qatar;Republic of Korea;Republic of Moldova;Romania;Russian Federation;Rwanda;Saint Kitts and Nevis;Saint Lucia;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Sint Maarten (Dutch part);Slovakia;Slovenia;South Africa;Spain;Sri Lanka;St. Vincent and the Grenadines;State of Palestine;Sudan;Suriname;Sweden;Switzerland;Syrian Arab Republic;Taiwan;Tajikistan;Thailand;Togo;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;U.R. of Tanzania: Mainland;Uganda;Ukraine;United Arab Emirates;United Kingdom;United States;Uruguay;Uzbekistan;Venezuela (Bolivarian Republic of);Viet Nam;Yemen;Zambia;Zimbabwe
1975;0,038953272;0,055056953;-0,052631549;0,033084632;-0,05804321;-0,005965843;;0,083312925;0,025218874;-0,003650693;;-0,173752004;-0,09691007;-0,042624739;-0,019367954;;-0,01344847;0,006572752;-0,07345987;0,036312863;-0,034204506;0,068129272;;0,077884235;0,049158456;0,043199302;0,003580094;0,081065089;0,023264697;0,000206008;-0,2034821;-0,013679828;0,036737402;0,017903373;0,090083696;0,017875225;0,147066936;-0,14823959;0,064014438;0,004897197;0,073006021;0,022705042;0,061704294;-0,008700036;0,020607582;0,076235494;;;-0,2346847;;-0,052428074;-0,014780614;0,101380524;0,029761909;0,049368702;0,09887306;0,048416751;0,05281696;0,061722312;;0,248879687;-0,037562413;0,022026418;0,011400222;-0,009691844;0,161004381;0,057462564;;-0,00874321;-0,141964786;0,05985701;0,029197031;0,019126982;0,02796471;0,072748278;0,011102975;0,020862345;0,058380477;0,006420077;0,084165434;0,047438038;-0,003272815;0,125632163;0,053538025;0,031409666;-0,021347856;-0,003066073;0,029988597;-0,00833764;;-0,00373597;-0,139918111;;0,062542259;;-0,434792048;-0,089080473;-0,040320404;;-0,070335786;0,012432018;0,052384844;0,007947015;-0,086826411;0,104143755;0,163600499;0,091980775;0,012432167;0,054098357;0,061135821;;0,04473945;0,070268121;0,020407359;0,039266885;0,021973577;0,014357522;2,03E-05;-0,017621949;0,021496163;-0,028734516;0,006926193;;0,047183823;0,222333461;0,031289667;0,015725243;0,067165222;0,041235129;0,052724842;0,056081622;-0,045452411;0,055526812;0,072902466;;0,093567218;;-0,021594662;0,025510208;0,041935489;0,051036209;-0,09803972;0,0701293;;0,030795565;0;0,044059367;;;;0,016671147;0,005392842;0,032838924;-0,082353082;0,011069281;0,135796366;0,091058281;0,024893202;-0,078552916;0,163352155;0,051463287;;0,046221682;-0,006243096;0,01435406;0,066699235;0,066930363;;0,096282378;0,055794016;-0,013513446;;0,058625205;-0,01501272;-0,002058906;0,055388467;;0,057205385;0,028997828;;-0,006351243;0,009107403
1976;0,038738089;0,058280398;-0,054852354;0,015271083;-0,0983606;-0,000111707;;0,083312924;0,034823445;0,043780014;;0,049295799;0,233577275;0,05358024;0,042145598;;0,053503106;-0,006616238;0,013957933;0,082051298;0,082186995;0,044110218;;0,096227997;0,093052881;-0,003476572;0,167744417;0,061111105;-0,010012101;0,094180631;0,02037958;0;-0,058146625;0,049423308;0,090083628;0,042513421;-0,015380278;0,033984226;-0,033509953;0,139148397;0,072256623;0,045148928;0,002904089;0,045379163;0,052251099;0,107101358;;;0,152348259;;-0,05606657;0,055931959;0,079729624;0,064945528;0,063039788;0,068876949;0,120554267;0,037881054;0,002890393;;0,116087731;0,012490258;0,01731606;0,005152658;0,041748729;0,262674511;-0,013508163;;0,047158647;-0,036593732;0,064125244;0,082786445;0,068790805;0,073416629;0,047105923;0,077815674;0,095028272;0,033514342;0,056241963;0,017457148;0,064369777;0,154408665;0,171105609;0,013756183;0,00321467;0,06651447;-0,069030563;0,038230225;0,123744261;;0,038707094;0,061968044;;0,028710622;;-1,325239127;0,141800254;0,045859872;;0,024716968;-0,031663283;0,058599676;0,103649411;0,005952452;0,119899828;0,145423889;0,062545616;0,181194758;0,039370132;0,037572981;;-0,012945036;0,097507335;0,053190066;0,052249459;0,014470696;0,042138717;0,042661908;0,009202603;0,048014346;0,006736367;0,066320851;;0,055048628;0,137737493;0,044036719;0,016088079;0,067624748;0,014264684;0,080924694;0,07343573;0,064548422;0,077055798;0,115945186;;0,100000034;;0,163211916;0,057692267;0,157608702;0,016129034;0,151254671;0,081891377;;0,139989471;-0,007281562;0,069219509;;;;0,022004682;0,031981338;0,036489544;0,094012701;0,13251394;0,142846477;0,082867143;0,010470204;-0,014236603;0,098788519;0,118558836;;0,085717936;-0,004738845;0,060439596;0,073213112;0,094719806;;0,096280929;0,060021649;0;;0,130749548;0,028277741;0,051126682;0,038322465;;0,080637099;0,099087008;;0,026854221;-0,007955928
1977;0,036878861;0,086027201;0,0079365;0,001880882;0,067911668;0,060012815;;0,083312929;0,008895868;0,048343932;;0,083870971;0,115182415;0,026034667;0,034748992;;0,006222411;0,039927412;0,041541168;0,024765376;0,073226505;0,047357892;;0,09581532;0,046983586;0,018162708;0,098396727;0,059069541;0,066026214;0,082979896;-0,052374779;-0,172008833;0,120800869;0,033426372;0,090083669;0,074428046;-0,0807979;0,089741832;0,053249127;0,104951796;0,073012275;0,039924746;0,038225079;-0,079508644;0,081751515;0,044889784;;;0,136243833;;0,007550506;0,018359613;-0,134573547;0,02547637;0,04741667;0,015794947;0,07223569;0,05692717;0,068186281;;0,009994984;-0,011505347;0,049382669;0,003532304;0,033483101;-0,143930124;0,015346812;;0,032388059;0,022235405;0,028569749;0,05396379;0,072435566;-0,034694006;-0,07723883;0,004755401;0,094070725;0,063161673;0,081070501;0,067128564;0,080599742;-0,028526989;0,018103195;0,075882098;0,010246895;0,024965807;-0,024367897;0,04205696;0,076625457;;0,08406436;-0,040014936;;-0,020348835;;0,454384409;0,149895138;0,009338739;;0,015455152;0,023101012;0,041575513;0,071952125;0,101142549;0,059696556;0,10860867;-0,003840345;0,061452498;0,033485536;0,072230166;;-0,013114736;0,057034209;-0,001802631;0,049834972;0,000404642;0,029289599;0,024584754;-0,040976274;0,059125219;0,072051289;0,076372084;;0,039944464;0,14997521;0,036605084;0,011038353;0,098562428;0,003478488;0,053050808;0,066174241;0,053053526;-0,078811844;0,109350871;;0,077669874;;0,049177821;0,058823529;0,084577109;0,189742298;0,066235253;-0,027708872;;0,079189712;0,008423536;0,069647616;;;;-0,000941783;0,027602194;0,039427936;0,027579093;-0,010283276;0,058591846;0,093509138;-0,016221529;0,023758306;-0,01290177;0,098156372;;0,090071449;0,05266575;0,083333291;0,032898559;0,032927105;;0,096240348;0,004001987;0,013333268;;0,148504308;0,023848368;0,044197739;0,011604953;;0,062987241;0,119425411;;-0,032343245;-0,066579624
1978;0,041242671;0,092345115;-0,0559662;0,069318866;0,034084029;-0,033284179;;0,083312898;0,038958867;-0,002110893;;0,124186143;0,037186459;0,066065084;0,046711132;;0,02763381;0,073170695;-0,005330893;0,019849778;0,06652428;0,020114011;;0,104446573;0,047346928;0,071117083;0,063660655;0,052970271;0,104580789;0,04644526;0,088131585;0;0,180347989;0,038032304;0,090083669;0,011947751;-0,004718538;0,075933566;0,104981781;0,076305131;0,07374902;0,078085262;0,029511382;0,056765815;0,058958864;0,090081154;;;0,071013147;;-0,056471532;0,02177818;-0,083642807;0,105608211;0,020996359;0,053987223;0,073374999;0,060572925;-0,052693462;;0,013097513;-0,044421388;0,019316509;0,030467634;0,03826316;-0,316642031;0,047641856;;0,029206248;0,078136635;0,067571855;0,05136583;0,047589071;0,063637674;0,116030296;0,046426287;0,090956258;0,043889667;0,056752585;0,052463525;0,072750089;-0,147326547;0,154221857;0,067048672;0,052627361;0,031384498;0,005413853;0,050079237;0,128005052;;0,082494918;0,068509018;;0,009851569;;-0,031458696;0,164623483;0,054415272;;0,039154151;-0,026940111;0,076767637;0,062387652;0,128044316;-0,014852093;0,100405186;-0,080840663;0,036894719;0,077247182;0,069935632;;0,074909767;0,02197431;0,010623345;0,058556796;0,027829697;0,042188443;0,026254615;0,003170589;-0,077048127;0,118730134;-0,029853307;;0,037253123;0,15006861;0,074095631;0,089295642;0,101931717;-0,027142272;0,049175973;0,051235737;0,027388357;0,081417322;0,097265106;;0,067873305;;0,089420691;0,041965392;0,0700209;0,028157253;-0,055071837;-0,066607877;;0,080094073;0,037079967;0,080063735;;;;0,029262949;0,014419078;0,079758035;0,089062783;0,11387472;-0,063049319;0,051740712;0,017214011;0,004074156;0,080262095;0,118872483;;0,094521281;0,091546195;0,091136143;0,060582583;0,014822064;;0,096227859;0,011953517;-0,041666631;;-0,024020396;0,040324003;0,052449782;0,049983797;;0,020935912;0,017387567;;-0,008991033;-0,022014608
1979;0,038092498;0,069575555;0,002991009;0,08685372;0,097252779;0,065570153;;0,083312878;0,029608023;0,050843401;;0,207225643;0,033529473;0,045816403;0,073215998;;0,022875007;0,037246967;0,074148185;0,06161586;0,045719258;0,001331712;;0,125005434;0,063319547;0,104266785;0,183954218;0,062209824;0,006357209;0,016021142;0,030988235;-0,147164767;0,056916267;0,03665451;0,090083681;-0,025273648;-0,272930064;0,076481126;0,073834202;0,103595024;0,070008692;0,051045427;0,087290544;0,101183016;0,04709696;0,018645149;;;0,089845384;;0,004282508;0,037249353;0,050005595;-0,226988458;0,043314756;0,035996414;0,09331444;-0,017490281;-0,052551154;;0,02139695;0,072651676;0,108609301;0,066997557;0,034282812;0,004721726;-0,033160541;;0,039849731;-0,025779687;0,031777766;0,056709571;0,044980997;-0,01222634;0,01955147;0,070267006;0,044565407;0,01502476;0,04635277;-0,053060199;0,058829288;-0,136631827;0,193104363;0,029814165;0,058449704;0,056240097;-0,018762883;0,051989293;0,172205404;;0,036199116;0,122030842;;-0,020389186;;0,086007762;-0,12180749;0,045558085;;0,022918537;0,089344566;0,032194986;0,085497753;0,096365455;0,094167428;0,094947061;0,091028867;0,033970653;0,083655106;0,040899399;;0,08936001;0,045806497;0,029831227;0,04502339;0,036570331;0,023152073;0,01974398;0,021447983;-0,360151719;0,066702679;-0,028344932;;0,041893311;0,041113896;0,045851578;0,042930172;0,101987017;0,039299791;0,053392778;0,037046124;0,053379408;0,049680205;0,079406939;;0,059574495;;0,085721566;0,069545083;0,026550876;0,140473675;0,106500104;0,087909938;;0,130096616;0,048511604;0,086086561;;;;0,036521023;0,000415259;0,057203182;0,032721645;-0,016071756;-0,052837706;-0,062538288;0,036980015;0,024309518;0,035050121;0,074192181;;0,050451898;0,056502357;0,034939739;0,061584194;-0,006284168;;0,096321405;0,032411247;-0,142857115;;0,199277188;0,036065189;0,03068982;0,058103465;;0,013178978;0,062946474;;-0,041141776;0,036632367
1980;0,031301538;0,00784406;0,023437493;0,046449666;0,062821794;0,014323557;;0,083312967;0,032478505;0,017020165;;0,060991285;0,025153792;0,008124823;0,042145597;;0,042874489;0,041892927;0,086069899;0,036625792;0,047698281;-0,013908566;;0,108882168;0,084500577;0,123287638;-0,075228913;0,054018451;-0,01473707;-0,01857325;0,049992298;-0,060090248;0,106648772;0,021168403;0,09008364;-0,046885885;-0,064369562;0,073602092;0,048865115;0,091803273;0,07527919;0,039268449;0,068764938;0,112517149;0,0074627;-0,123045988;;;0,055891653;;0,02147766;-0,004853339;0,045077788;0,125439622;0,073839785;0,035760546;0,090503811;-0,095165682;0,04616774;;0,022948456;0,060101766;-0,01752023;0,053681968;0,015542078;0,024893815;0,00241265;;0,013892542;0,004586906;0,006725808;-0,004476676;0,036145321;0,025354323;-0,189805431;0,068797868;0,006640425;0,000617786;0,054354909;0,062060203;0,089891679;-0,275504475;0,00407822;0,029873387;0,016429984;0,033162704;-0,060746913;0,027403793;0,100596828;;0,052953849;-0,240860236;;0,090941039;;0,033392869;-0,028222435;-0,067087989;;0,008338679;0,007991255;0,08568708;0,069284676;0,15663662;-0,045214282;0,065854594;0,006958106;-0,111867939;0,077197105;0,060530987;;0,079902165;0,040544699;0,040564329;0,073260879;0,062361205;-0,023755824;0,013241469;0,012679927;0,044084312;-0,022834222;0,021687799;;0,043653532;0,057009212;0,080038001;0,132054794;0,10266602;0,05609926;0,048966158;-0,063829984;0,043879576;-0,010268547;-0,017307243;;0,040816326;;0,082161392;0,076468761;-0,059672889;-0,010931746;0,053500457;-0,034039111;;-0,032110835;0,0278671;0,091130329;;;;0,062094938;0,021610015;0,05803019;0,023849341;0,127388171;0,015014275;-0,09373374;0,01671554;0,043995114;0,1070091;0,068244114;;0,045663692;-0,047464025;0,093886415;0,068973301;-0,025071092;;0,096341337;0,029036265;-0,035194288;;0,208990007;-0,020697376;-0,002574114;0,056596175;;-0,020288189;-0,03623438;;0,037700195;0,095611687
1981;0,054334018;0,029126192;-0,046025059;0,035875498;0,047104999;-0,057271932;;0,08331291;0,032167085;-0,001444991;;-0,101641949;-0,071211785;0,032829703;-0,01936798;;-0,002800661;0,012974751;0,053245077;-0,036489601;0,102748202;0,00916325;;0,105084768;-0,044386364;0,006282775;-0,247290985;0,046712686;0,064742802;0,098389732;0,077916;0,000410814;0,067954306;0,033845551;0,0900837;0,015242543;-0,121141943;0,058490347;0,028747791;0,084759532;0,075959199;0,02226189;0,037211051;0,17504174;-0,023117791;0,033816276;;;0,029606936;;0,022965453;-0,006706007;0,02817775;0,10781839;0,041032766;0,053145669;0,036201056;-0,090155785;0,054547162;;0,06456283;0,037519947;0,060759458;0,012772004;0,010577165;0,048482779;0,152844005;;0,005264585;-0,036208766;-0,015782459;0,008450818;0,006618483;0,006060467;-0,005000004;-0,029445596;0,02470624;0,027868573;0,040905488;0,061332024;0,073496455;-0,060409232;-0,21917904;0,03218205;0,050692324;0,008371625;0,024950746;0,040393042;0,146602667;;0,036283136;-0,233421737;;0,132936514;;0,005466608;0,009661843;-0,04046535;;-0,005539995;-0,094632191;-0,121191844;0,064913214;0,105263237;0,041329193;0,032056009;0,038318569;0,055555561;0,08083194;0,077288099;;0,039292832;-0,028456492;0,012658221;0,059270097;0,009621001;0,076991776;-0,007898049;0,044476432;0,050902852;0,006052303;-0,009092843;;0,01573119;0,14829815;0,064773336;0,081920508;0,08016945;0,052600031;0,033099608;-0,110756671;0,015923437;0,008929297;0,066994582;;0,001122345;;0,051559088;0,011142086;0,024875379;-0,115000065;0,019059725;-0,012005913;;-0,07114415;0,038144322;0,096525783;;;;0,050879866;-0,001326446;0,052562231;0,044105003;-0,066666625;0,069226864;0,066235324;0,004527734;0,015760915;0,08682264;0,060645335;;0,055774148;-0,065995828;0,043841315;0,052328629;0,046303511;;0,096273779;-0,005064174;0,037159587;;0,0276307;-0,007769768;0,02474916;0,018635974;;-0,003027917;0,054795698;;-0,008297837;0,111312055
1982;0,028642002;0,06015041;0;-0,011315617;0,003910051;-0,032644409;;0,083312879;-0,022846744;0,019715997;;0,062783199;-0,081152487;0,012151939;-0,051524724;;0,005914661;-0,00283884;0,097331202;0,000926387;0,022227087;-0,045578642;;0,077801554;0,008231692;0,022267677;0,038005329;0,022812994;0,014047027;-0,004326258;0,027476129;0;0,069319976;-0,033079528;0,090083688;0,017644782;0,051019985;-0,157247796;0,084235846;0,028652656;0,058787665;0,009395105;0,06000565;0,190730288;-0,078577117;0,00200484;;;0,059190794;;-0,004597791;0,035537059;0,016615275;0,039514473;0,016712958;0,006110874;0,090141243;-0,059339868;0,021542403;;0,014190347;0,013183879;-0,023316048;0,029949741;0,024441601;-0,031965226;0,065673506;;-0,003964107;-0,074365226;-0,011456204;0,046942432;-0,036796339;0,017681726;0,040307048;-0,03733291;-0,014108527;0,027625955;0,021091234;0,036434514;0,021906729;0,18812216;-0,010893013;0,022324923;0,020400175;0,004118839;0,012113609;0,0320626;0,065647133;;0,035561922;-0,133133009;;0,066151423;;-0,581998833;0,034643604;0,017244544;;0,011186414;-0,018630971;0,014225512;0,05637711;-0,031057658;0,058651028;0,022334245;-0,082729625;0,052106453;-0,007121039;0,076903495;;0,04975447;0,087754922;-0,039473763;0,051434202;-0,003996814;0,036424432;-0,012563466;0,009215443;-0,00823083;0,015971798;-0,017532434;;0,002347876;0,103814075;0,061363194;0,037098349;-0,009932983;-0,002232198;0,034929064;-0,050055816;0,020907263;-0,073819721;0,076340646;;0,037945384;;0,017786444;0,004720339;0,028708845;0,030000026;-0,261509449;0,132997032;;-0,015254531;0,017223905;0,066924417;;;;-0,003848364;0,012311183;0,049300001;0,04284629;0,079157556;0,020194232;-0,043790856;0,012332659;-0,013267847;0,020780115;0,045780757;;0,050804298;-0,038502959;0,036641714;-0,004841261;0,034402528;;0,096037303;0,005887592;0,072296269;;-0,089921341;0,019709308;-0,018359791;-0,103646799;;0,006776569;0,075360756;;0,024182035;0,025666787
1983;0,010928628;0,051233427;0,040307061;0,000818984;0,06404396;0,039499162;;0,083312923;0,044256745;0,028872468;;0,03472153;0,078131846;0,04665271;0,004975059;;0,003108713;-0,022001971;-0,045433866;0,008589884;0,07500606;-0,046711032;;0,106331389;-0,030184405;0,055367579;0,004989723;0,033165451;-0,050343642;0,030150083;0,086939061;0,042452004;0,07751592;0,025327593;0,115925537;-0,064930849;0,135389559;-0,028828175;0,065859545;0,056399145;0,09109051;0,015495609;0,045993027;0,053117168;0,027799357;-0,04057965;;;0,050501587;;0,01392048;0,025303715;0,012240589;0,026407947;0,044232435;-0,003380049;0,13542688;0,007665528;0,04765887;;-0,005502134;0,039259561;-0,029333341;0,030276751;0,012256523;0,053104255;-0,036375409;;0,015480714;-0,047840767;-0,010903837;0,028429139;-0,02619407;0,012833299;-0,035196678;0,009295898;-0,009329736;0,007177756;-0,021984542;0,069131575;0,08067193;0,099802397;-0,09036161;-0,002449015;0,032499321;0,011556826;0,022346852;0,034031504;-0,02270127;;0,01347172;0,073546278;;0,044753668;;0,185069224;-0,094023356;-0,035621163;;0,029023177;0,008035319;0,040444828;0,058527071;0,139831515;-0,054639199;-0,006161639;0,024288549;0,003823287;-0,044886825;0,054750855;;-0,063062293;-0,005603038;-0,151515066;0,041713268;-0,01857315;-0,030694178;0,020279784;0,033743456;0,044097795;-0,049879163;-0,070951094;;0,038209718;0,114400249;0,063480944;-0,015472608;-0,03092759;-0,116172121;0,018401248;0,052705836;-0,001734124;-0,018590998;0,116935887;;0,057018196;;0,05640609;0,012305526;0,052849312;-0,040300976;-0,19120495;0,021314958;;-0,017389669;-0,001014225;0,078684791;;;;-0,018812884;0,017393254;0,045370644;0,021218799;-0,039696984;-0,052730223;-0,040895029;0,018651884;0,006350174;0,014090364;0,082935383;;0,052888632;-0,054366567;-0,114961462;0,044707044;0,047338358;;0,096165705;-0,024342211;0,059664078;;-0,052933775;0,040508901;0,043830135;-0,062167397;;-0,059512597;0,066232476;;0,028592708;0,015605696
1984;-0,012674691;0,053030259;0,056603827;0,042599881;0,069391218;0,019660653;;0,083312903;0,049876298;0,000512469;;0,124122037;0,046701364;0,051463797;0,034749044;;0,024070154;0,019440468;0,073474538;-0,020790794;0,058726251;-0,006051701;;0,119790241;0,051233337;0,052679732;0,005990894;0,032848695;-0,021719213;-0,000996045;0,036445958;0,047002518;0,074467122;0,055938966;0,069230815;0,067383532;0,048390781;0,055583078;0,100744722;0,09069176;0,077999411;0,032420553;0,039479838;0,067325801;0,074318132;-0,027759574;;;0,081081081;;0,052501567;0,039995256;0,005576211;0,05214776;0,012373922;0,02558112;0,092556277;0,022479526;0,01001255;;0,024208699;0,006415514;0,07635468;0,031131511;0,014911565;0,069844359;0,027512831;;0,027454438;0,079592803;0,019709497;0,045662506;0,004706247;0,013806801;0,052132693;0,00295802;0,041647075;0,025892252;0,039653845;0,035477027;0,065199831;-0,076888189;0,001773834;0,041726821;0,009245849;0,031250488;-0,008621167;0,043080409;0,041150825;;0,017374562;0,04980548;;0,066879707;;0,30785909;0,025568176;-0,005923449;;0,058264689;0,016761107;0,037703785;0,072028558;0,212322263;0,006758145;0,009335707;-0,021801987;0,045572442;0,034745045;0,055836507;;0,03121631;0,041498874;0,029411749;0,047008503;-0,002374539;0,088267007;0,029707274;0,045737796;-0,015910143;-0,202289491;-0,013755757;;0,057070338;0,122062956;0,048210073;0,021073475;0,029823428;0,034826224;-0,079024348;0,053395628;-0,019160012;0,044504549;0,09455488;;0,056346649;;-0,044298866;0,079377633;0,064283228;-0,064174664;-0,048893696;-0,041714252;;0,074179838;0,041788144;0,080886994;;;;0,048516912;0,017533964;0,048085079;0,061804996;0,047875514;-0,067019967;-0,01918337;0,040579024;0,029205922;-0,042446017;0,091308597;;0,054395196;0,055544249;-0,061014488;0,054191994;0,062896367;;0,096788495;0,032718949;-0,048431788;;0,041402091;0,022255836;0,067482742;-0,011043154;;-0,013724721;0,077467552;;-0,005880422;-0,019444456
1985;0,017494841;0,0356798;0,033816414;0,113932473;0,071908324;-0,074761308;;0,083312969;0,037838236;0,024377694;;0,046067088;-0,191286055;0,029238225;0,010880347;;0,016249523;0,010091573;0,07001606;0,040734281;0,054321198;-0,009748382;;0,08449147;0,07277774;0,013567182;-0,015133093;0,026133133;0,078488462;0,104632144;0,079546614;0,044618171;0,022977874;0,045200984;0,03345718;0,032288604;0,073061454;0,019304231;0,079499542;0,007514079;0,007273115;0,030134754;0,019607923;-0,011660542;0,007153784;0,043067853;;;0,044826897;;0,004656784;0,038495642;-0,002010207;0,012737332;-0,021685726;0,037860215;0,063245936;0,019372098;0,114301085;;0,018879906;-0,08715254;-0,04102559;0,034159775;0,015968608;-0,023886777;0,0328019;;0,022749782;0,048343975;0,024481187;0,074771972;-0,005926196;0,047618438;0,041227272;0,005881184;0,040198675;-0,002537093;0,031878699;0,051848866;0,024035658;0,018334029;-0,000168113;0,02993254;0,038802984;0,0272192;-0,0486901;0,049731182;-0,027822646;;0,040994444;-0,044545624;;0,04825318;;0,195494152;0,08571429;-0,020614463;;0,027158799;0,011426643;0,044952916;-0,010871794;0,114932891;0,078331431;0,025201276;0,032435011;0,064339921;0,026974884;0,053739833;;0,055791397;0,059465018;-0,096774201;0,027719631;0,004620221;0,057892498;0,025152806;0,015890125;-0,042555536;0,071689268;0,101807072;;0,052611466;0,126784458;0,070563869;0,048324564;0,038180061;0,020195113;-0,078825557;0,035099002;0,027307769;-0,021661056;0,071922685;;-0,00098117;;0,042199212;0,079310015;0,069840196;0,085086001;-0,108579863;0,036419405;;0,093313478;0,022761788;-0,006917951;;;;-0,012263031;0,02268763;0,047770462;0,058184481;-0,006414426;0,051357647;0,122522377;0,021146875;0,03543423;0,057626896;0,045865651;;0,044408631;0,035839371;-0,042996967;0,053587876;0,040689943;;0,096441429;0,043892998;-0,003180939;;-0,024475388;0,04026405;0,040027536;0,014540382;;0,001929205;0,053205089;;-0,000213917;0,064935015
1986;0,052982766;0,003984059;0,030783927;0,113076311;0,07762391;0,066673313;;0,083312895;0,023935831;0,022496154;;0,017652808;0,01159419;0,041592694;0,048525244;;0,017901376;0,043975747;0,021032694;0,042449753;0,124339788;-0,025544903;;0,068357396;0,069680842;0,036740211;-0,129600722;0,04037716;0,073644185;0,036788331;0,027916426;0,036616433;-0,055482453;0,021160663;0,072413816;0,034543703;0,056042775;0,05299647;0,061654819;0,099554189;0,062731731;0,055035432;0,019607787;-0,073904705;0,052391986;0,031557611;;;0,036690072;;0,045047113;0,046749743;-0,012033291;0,066035064;0,034021768;0,033487579;0,019545133;0,006305961;-0,02386175;;0,156716345;0,068123826;0,063625454;0,026538608;0,022838956;-0,008101009;0,020975833;;0,0223619;0,049544032;0,005149988;0,076208999;0,001394503;0,030199968;-0,010100991;-0,005123131;0,007174925;0,015117495;0,059005425;0,046434532;0,055494502;-0,108461945;0,075242623;-0,004301719;0,04021633;0,027804515;0,0165506;0,03219436;0,052174352;;0,06688056;0,078915844;;0,046576044;;-0,072653561;0,019420546;-0,011934663;;0,090776358;0,019214606;0,019922617;0,010909107;0,085749364;0,138816646;0,037398908;0,054918485;0,088772134;-0,039003351;0,086143137;;0,025719279;0,074970793;0,015873066;-0,010686475;0,045503473;0,043663075;0,027114094;0,026345085;-0,010277652;-0,018761633;0,018508378;;0,03885267;0,020964566;0,052147548;0,042724607;8,48E-05;0,086140112;0,033038977;0,040540519;0,039762929;0,050655085;0,100914198;;0,022833148;;0,04313332;0,095706673;0,143874735;-0,061933184;0,145392253;0,04356004;;0,012248061;0,014388477;0,013102422;;;;0,000177887;0,031508174;0,04098568;0,053036894;0,16190197;0,12450344;-0,017519934;0,026207899;0,018247163;-0,052029494;0,103264407;;0,05243654;0,031574872;-0,033928387;-0,020419784;0,06555405;;0,095935531;0,018564025;0,014976841;;-0,23403091;0,030296175;0,033467685;0,081360211;;0,061124127;0,032480634;;0,025836011;0,020844022
